payment_id,policy_number,transaction_date,paid_amount
p-000582,Policy-000489,8/18/2018,11619.17
p-000583,Policy-000489,9/18/2018,11619.17
p-000584,Policy-000489,10/18/2018,11619.17
p-000585,Policy-000489,11/18/2018,11619.17
p-000586,Policy-000489,12/18/2018,11619.17
p-000587,Policy-000489,1/18/2019,11619.17
p-000588,Policy-000489,2/18/2019,11619.17
p-000589,Policy-000509,1/13/2018,11619.17
p-000590,Policy-000509,2/13/2018,11619.17
p-000591,Policy-000509,3/13/2018,11619.17
p-000592,Policy-000509,4/13/2018,11619.17
p-000593,Policy-000509,5/13/2018,11619.17
p-000594,Policy-000509,6/13/2018,11619.17
p-000595,Policy-000509,7/13/2018,11619.17
p-000596,Policy-000509,8/13/2018,11619.17
p-000597,Policy-000509,9/13/2018,11619.17
p-000598,Policy-000509,10/13/2018,11619.17
p-000599,Policy-000509,11/13/2018,11619.17
p-000600,Policy-000509,12/13/2018,11619.17
p-000601,Policy-000509,1/13/2019,11619.17
p-000602,Policy-000509,2/13/2019,11619.17
p-000603,Policy-000509,3/13/2019,11619.17
p-000604,Policy-000509,4/13/2019,11619.17
p-000605,Policy-000509,5/13/2019,11619.17
p-000606,Policy-000509,6/13/2019,11619.17
p-000607,Policy-000509,7/13/2019,11619.17
p-000608,Policy-000509,8/13/2019,11619.17
p-000609,Policy-000509,9/13/2019,11619.17
p-000610,Policy-000509,10/13/2019,11619.17
p-000611,Policy-000509,11/13/2019,11619.17
p-000612,Policy-000509,12/13/2019,11619.17
p-000613,Policy-000509,1/13/2020,11619.17
p-000614,Policy-000509,2/13/2020,11619.17
p-000615,Policy-000509,3/13/2020,11619.17
p-000616,Policy-000509,4/13/2020,11619.17
p-000617,Policy-000509,5/13/2020,11619.17
p-000618,Policy-000509,6/13/2020,11619.17
p-000619,Policy-000509,7/13/2020,11619.17
p-000620,Policy-000509,8/13/2020,11619.17
p-000621,Policy-000509,9/13/2020,11619.17
p-000622,Policy-000509,10/13/2020,11619.17
p-000623,Policy-000509,11/13/2020,11619.17
p-000624,Policy-000509,12/13/2020,11619.17
p-000625,Policy-000547,4/6/2018,11619.17
p-000626,Policy-000547,5/6/2018,11619.17
p-000627,Policy-000547,6/6/2018,11619.17
p-000628,Policy-000547,7/6/2018,11619.17
p-000629,Policy-000547,8/6/2018,11619.17
p-000630,Policy-000547,9/6/2018,11619.17
p-000631,Policy-000547,10/6/2018,11619.17
p-000632,Policy-000547,11/6/2018,11619.17
p-000633,Policy-000547,12/6/2018,11619.17
p-000634,Policy-000547,1/6/2019,11619.17
p-000635,Policy-000547,2/6/2019,11619.17
p-000636,Policy-000547,3/6/2019,11619.17
p-000637,Policy-000547,4/6/2019,11619.17
p-000638,Policy-000547,5/6/2019,11619.17
p-000639,Policy-000547,6/6/2019,11619.17
p-000640,Policy-000547,7/6/2019,11619.17
p-000641,Policy-000547,8/6/2019,11619.17
p-000642,Policy-000547,9/6/2019,11619.17
p-000643,Policy-000547,10/6/2019,11619.17
p-000644,Policy-000547,11/6/2019,11619.17
p-000645,Policy-000547,12/6/2019,11619.17
p-000646,Policy-000547,1/6/2020,11619.17
p-000647,Policy-000547,2/6/2020,11619.17
p-000648,Policy-000547,3/6/2020,11619.17
p-000649,Policy-000547,4/6/2020,11619.17
p-000650,Policy-000547,5/6/2020,11619.17
p-000651,Policy-000547,6/6/2020,11619.17
p-000652,Policy-000547,7/6/2020,11619.17
p-000653,Policy-000547,8/6/2020,11619.17
p-000654,Policy-000547,9/6/2020,11619.17
p-000655,Policy-000547,10/6/2020,11619.17
p-000656,Policy-000547,11/6/2020,11619.17
p-000657,Policy-000547,12/6/2020,11619.17
p-000658,Policy-000547,1/6/2021,11619.17
p-000659,Policy-000547,2/6/2021,11619.17
p-000660,Policy-000547,3/6/2021,11619.17
p-000661,Policy-000557,4/9/2018,11619.17
p-000662,Policy-000557,5/9/2018,11619.17
p-000663,Policy-000557,6/9/2018,11619.17
p-000664,Policy-000557,7/9/2018,11619.17
p-000665,Policy-000557,8/9/2018,11619.17
p-000666,Policy-000557,9/9/2018,11619.17
p-000667,Policy-000557,10/9/2018,11619.17
p-000668,Policy-000557,11/9/2018,11619.17
p-000669,Policy-000557,12/9/2018,11619.17
p-000670,Policy-000557,1/9/2019,11619.17
p-000671,Policy-000557,2/9/2019,11619.17
p-000672,Policy-000557,3/9/2019,11619.17
p-000673,Policy-000570,2/13/2018,11619.17
p-000674,Policy-000570,3/13/2018,11619.17
p-000675,Policy-000570,4/13/2018,11619.17
p-000676,Policy-000570,5/13/2018,11619.17
p-000677,Policy-000570,6/13/2018,11619.17
p-000678,Policy-000570,7/13/2018,11619.17
p-000679,Policy-000570,8/13/2018,11619.17
p-000680,Policy-000570,9/13/2018,11619.17
p-000681,Policy-000570,10/13/2018,11619.17
p-000682,Policy-000570,11/13/2018,11619.17
p-000683,Policy-000570,12/13/2018,11619.17
p-000684,Policy-000570,1/13/2019,11619.17
p-000685,Policy-000580,3/4/2018,11619.17
p-000686,Policy-000580,4/4/2018,11619.17
p-000687,Policy-000580,5/4/2018,11619.17
p-000688,Policy-000580,6/4/2018,11619.17
p-000689,Policy-000580,7/4/2018,11619.17
p-000690,Policy-000580,8/4/2018,11619.17
p-000691,Policy-000580,9/4/2018,11619.17
p-000692,Policy-000580,10/4/2018,11619.17
p-000693,Policy-000580,11/4/2018,11619.17
p-000694,Policy-000580,12/4/2018,11619.17
p-000695,Policy-000580,1/4/2019,11619.17
p-000696,Policy-000580,2/4/2019,11619.17
p-000697,Policy-000580,3/4/2019,11619.17
p-000698,Policy-000580,4/4/2019,11619.17
p-000699,Policy-000580,5/4/2019,11619.17
p-000700,Policy-000580,6/4/2019,11619.17
p-000701,Policy-000580,7/4/2019,11619.17
p-000702,Policy-000580,8/4/2019,11619.17
p-000703,Policy-000580,9/4/2019,11619.17
p-000704,Policy-000580,10/4/2019,11619.17
p-000705,Policy-000580,11/4/2019,11619.17
p-000706,Policy-000580,12/4/2019,11619.17
p-000707,Policy-000580,1/4/2020,11619.17
p-000708,Policy-000580,2/4/2020,11619.17
p-000709,Policy-000580,3/4/2020,11619.17
p-000710,Policy-000580,4/4/2020,11619.17
p-000711,Policy-000580,5/4/2020,11619.17
p-000712,Policy-000580,6/4/2020,11619.17
p-000713,Policy-000580,7/4/2020,11619.17
p-000714,Policy-000580,8/4/2020,11619.17
p-000715,Policy-000580,9/4/2020,11619.17
p-000716,Policy-000580,10/4/2020,11619.17
p-000717,Policy-000580,11/4/2020,11619.17
p-000718,Policy-000580,12/4/2020,11619.17
p-000719,Policy-000580,1/4/2021,11619.17
p-000720,Policy-000580,2/4/2021,11619.17
p-000721,Policy-000590,8/11/2018,11619.17
p-000722,Policy-000590,9/11/2018,11619.17
p-000723,Policy-000590,10/11/2018,11619.17
p-000724,Policy-000590,11/11/2018,11619.17
p-000725,Policy-000590,12/11/2018,11619.17
p-000726,Policy-000590,1/11/2019,11619.17
p-000727,Policy-000590,2/11/2019,11619.17
p-000728,Policy-000590,3/11/2019,11619.17
p-000729,Policy-000590,4/11/2019,11619.17
p-000730,Policy-000590,5/11/2019,11619.17
p-000731,Policy-000590,6/11/2019,11619.17
p-000732,Policy-000590,7/11/2019,11619.17
p-000733,Policy-000604,5/24/2018,11619.17
p-000734,Policy-000604,6/24/2018,11619.17
p-000735,Policy-000604,7/24/2018,11619.17
p-000736,Policy-000604,8/24/2018,11619.17
p-000737,Policy-000604,9/24/2018,11619.17
p-000738,Policy-000604,10/24/2018,11619.17
p-000739,Policy-000604,11/24/2018,11619.17
p-000740,Policy-000604,12/24/2018,11619.17
p-000741,Policy-000604,1/24/2019,11619.17
p-000742,Policy-000604,2/24/2019,11619.17
p-000743,Policy-000604,3/24/2019,11619.17
p-000744,Policy-000604,4/24/2019,11619.17
p-000745,Policy-000625,8/7/2018,11619.17
p-000746,Policy-000625,9/7/2018,11619.17
p-000747,Policy-000625,10/7/2018,11619.17
p-000748,Policy-000625,11/7/2018,11619.17
p-000749,Policy-000625,12/7/2018,11619.17
p-000750,Policy-000625,1/7/2019,11619.17
p-000751,Policy-000625,2/7/2019,11619.17
p-000752,Policy-000625,3/7/2019,11619.17
p-000753,Policy-000625,4/7/2019,11619.17
p-000754,Policy-000625,5/7/2019,11619.17
p-000755,Policy-000625,6/7/2019,11619.17
p-000756,Policy-000625,7/7/2019,11619.17
p-000757,Policy-000687,2/20/2018,11619.17
p-000758,Policy-000687,3/20/2018,11619.17
p-000759,Policy-000687,4/20/2018,11619.17
p-000760,Policy-000687,5/20/2018,11619.17
p-000761,Policy-000687,6/20/2018,11619.17
p-000762,Policy-000687,7/20/2018,11619.17
p-000763,Policy-000687,8/20/2018,11619.17
p-000764,Policy-000687,9/20/2018,11619.17
p-000765,Policy-000687,10/20/2018,11619.17
p-000766,Policy-000687,11/20/2018,11619.17
p-000767,Policy-000687,12/20/2018,11619.17
p-000768,Policy-000687,1/20/2019,11619.17
p-000769,Policy-000687,2/20/2019,11619.17
p-000770,Policy-000687,3/20/2019,11619.17
p-000771,Policy-000687,4/20/2019,11619.17
p-000772,Policy-000687,5/20/2019,11619.17
p-000773,Policy-000687,6/20/2019,11619.17
p-000774,Policy-000687,7/20/2019,11619.17
p-000775,Policy-000687,8/20/2019,11619.17
p-000776,Policy-000687,9/20/2019,11619.17
p-000777,Policy-000687,10/20/2019,11619.17
p-000778,Policy-000687,11/20/2019,11619.17
p-000779,Policy-000687,12/20/2019,11619.17
p-000780,Policy-000687,1/20/2020,11619.17
p-000781,Policy-000687,2/20/2020,11619.17
p-000782,Policy-000687,3/20/2020,11619.17
p-000783,Policy-000687,4/20/2020,11619.17
p-000784,Policy-000687,5/20/2020,11619.17
p-000785,Policy-000687,6/20/2020,11619.17
p-000786,Policy-000687,7/20/2020,11619.17
p-000787,Policy-000687,8/20/2020,11619.17
p-000788,Policy-000687,9/20/2020,11619.17
p-000789,Policy-000687,10/20/2020,11619.17
p-000790,Policy-000687,11/20/2020,11619.17
p-000791,Policy-000687,12/20/2020,11619.17
p-000792,Policy-000687,1/20/2021,11619.17
p-000793,Policy-000697,7/2/2018,11619.17
p-000794,Policy-000697,8/2/2018,11619.17
p-000795,Policy-000697,9/2/2018,11619.17
p-000796,Policy-000697,10/2/2018,11619.17
p-000797,Policy-000697,11/2/2018,11619.17
p-000798,Policy-000697,12/2/2018,11619.17
p-000799,Policy-000697,1/2/2019,11619.17
p-000800,Policy-000697,2/2/2019,11619.17
p-000801,Policy-000697,3/2/2019,11619.17
p-000802,Policy-000697,4/2/2019,11619.17
p-000803,Policy-000697,5/2/2019,11619.17
p-000804,Policy-000697,6/2/2019,11619.17
p-000805,Policy-000697,7/2/2019,11619.17
p-000806,Policy-000697,8/2/2019,11619.17
p-000807,Policy-000697,9/2/2019,11619.17
p-000808,Policy-000697,10/2/2019,11619.17
p-000809,Policy-000697,11/2/2019,11619.17
p-000810,Policy-000697,12/2/2019,11619.17
p-000811,Policy-000697,1/2/2020,11619.17
p-000812,Policy-000697,2/2/2020,11619.17
p-000813,Policy-000697,3/2/2020,11619.17
p-000814,Policy-000697,4/2/2020,11619.17
p-000815,Policy-000697,5/2/2020,11619.17
p-000816,Policy-000697,6/2/2020,11619.17
p-000817,Policy-000697,7/2/2020,11619.17
p-000818,Policy-000697,8/2/2020,11619.17
p-000819,Policy-000697,9/2/2020,11619.17
p-000820,Policy-000697,10/2/2020,11619.17
p-000821,Policy-000697,11/2/2020,11619.17
p-000822,Policy-000697,12/2/2020,11619.17
p-000823,Policy-000697,1/2/2021,11619.17
p-000824,Policy-000697,2/2/2021,11619.17
p-000825,Policy-000697,3/2/2021,11619.17
p-000826,Policy-000697,4/2/2021,11619.17
p-000827,Policy-000697,5/2/2021,11619.17
p-000828,Policy-000697,6/2/2021,11619.17
p-000829,Policy-000742,3/13/2018,11619.17
p-000830,Policy-000742,4/13/2018,11619.17
p-000831,Policy-000742,5/13/2018,11619.17
p-000832,Policy-000742,6/13/2018,11619.17
p-000833,Policy-000742,7/13/2018,11619.17
p-000834,Policy-000742,8/13/2018,11619.17
p-000835,Policy-000742,9/13/2018,11619.17
p-000836,Policy-000742,10/13/2018,11619.17
p-000837,Policy-000742,11/13/2018,11619.17
p-000838,Policy-000742,12/13/2018,11619.17
p-000839,Policy-000742,1/13/2019,11619.17
p-000840,Policy-000742,2/13/2019,11619.17
p-000841,Policy-000749,6/24/2018,11619.17
p-000842,Policy-000749,7/24/2018,11619.17
p-000843,Policy-000749,8/24/2018,11619.17
p-000844,Policy-000749,9/24/2018,11619.17
p-000845,Policy-000749,10/24/2018,11619.17
p-000846,Policy-000749,11/24/2018,11619.17
p-000847,Policy-000749,12/24/2018,11619.17
p-000848,Policy-000749,1/24/2019,11619.17
p-000849,Policy-000749,2/24/2019,11619.17
p-000850,Policy-000749,3/24/2019,11619.17
p-000851,Policy-000749,4/24/2019,11619.17
p-000852,Policy-000749,5/24/2019,11619.17
p-000853,Policy-000749,6/24/2019,11619.17
p-000854,Policy-000749,7/24/2019,11619.17
p-000855,Policy-000749,8/24/2019,11619.17
p-000856,Policy-000749,9/24/2019,11619.17
p-000857,Policy-000749,10/24/2019,11619.17
p-000858,Policy-000749,11/24/2019,11619.17
p-000859,Policy-000749,12/24/2019,11619.17
p-000860,Policy-000749,1/24/2020,11619.17
p-000861,Policy-000749,2/24/2020,11619.17
p-000862,Policy-000749,3/24/2020,11619.17
p-000863,Policy-000749,4/24/2020,11619.17
p-000864,Policy-000749,5/24/2020,11619.17
p-000865,Policy-000749,6/24/2020,11619.17
p-000866,Policy-000749,7/24/2020,11619.17
p-000867,Policy-000749,8/24/2020,11619.17
p-000868,Policy-000749,9/24/2020,11619.17
p-000869,Policy-000749,10/24/2020,11619.17
p-000870,Policy-000749,11/24/2020,11619.17
p-000871,Policy-000749,12/24/2020,11619.17
p-000872,Policy-000749,1/24/2021,11619.17
p-000873,Policy-000749,2/24/2021,11619.17
p-000874,Policy-000749,3/24/2021,11619.17
p-000875,Policy-000749,4/24/2021,11619.17
p-000876,Policy-000749,5/24/2021,11619.17
p-000877,Policy-000779,5/7/2018,11619.17
p-000878,Policy-000779,6/7/2018,11619.17
p-000879,Policy-000779,7/7/2018,11619.17
p-000880,Policy-000779,8/7/2018,11619.17
p-000881,Policy-000779,9/7/2018,11619.17
p-000882,Policy-000779,10/7/2018,11619.17
p-000883,Policy-000779,11/7/2018,11619.17
p-000884,Policy-000779,12/7/2018,11619.17
p-000885,Policy-000779,1/7/2019,11619.17
p-000886,Policy-000779,2/7/2019,11619.17
p-000887,Policy-000779,3/7/2019,11619.17
p-000888,Policy-000779,4/7/2019,11619.17
p-000889,Policy-000798,2/20/2018,11619.17
p-000890,Policy-000798,3/20/2018,11619.17
p-000891,Policy-000798,4/20/2018,11619.17
p-000892,Policy-000798,5/20/2018,11619.17
p-000893,Policy-000798,6/20/2018,11619.17
p-000894,Policy-000798,7/20/2018,11619.17
p-000895,Policy-000798,8/20/2018,11619.17
p-000896,Policy-000798,9/20/2018,11619.17
p-000897,Policy-000798,10/20/2018,11619.17
p-000898,Policy-000798,11/20/2018,11619.17
p-000899,Policy-000798,12/20/2018,11619.17
p-000900,Policy-000798,1/20/2019,11619.17
p-000901,Policy-000808,6/15/2018,11619.17
p-000902,Policy-000808,7/15/2018,11619.17
p-000903,Policy-000808,8/15/2018,11619.17
p-000904,Policy-000808,9/15/2018,11619.17
p-000905,Policy-000808,10/15/2018,11619.17
p-000906,Policy-000808,11/15/2018,11619.17
p-000907,Policy-000808,12/15/2018,11619.17
p-000908,Policy-000808,1/15/2019,11619.17
p-000909,Policy-000808,2/15/2019,11619.17
p-000910,Policy-000808,3/15/2019,11619.17
p-000911,Policy-000808,4/15/2019,11619.17
p-000912,Policy-000808,5/15/2019,11619.17
p-000913,Policy-000828,5/8/2018,11619.17
p-000914,Policy-000828,6/8/2018,11619.17
p-000915,Policy-000828,7/8/2018,11619.17
p-000916,Policy-000828,8/8/2018,11619.17
p-000917,Policy-000828,9/8/2018,11619.17
p-000918,Policy-000828,10/8/2018,11619.17
p-000919,Policy-000828,11/8/2018,11619.17
p-000920,Policy-000828,12/8/2018,11619.17
p-000921,Policy-000828,1/8/2019,11619.17
p-000922,Policy-000828,2/8/2019,11619.17
p-000923,Policy-000828,3/8/2019,11619.17
p-000924,Policy-000828,4/8/2019,11619.17
p-000925,Policy-000828,5/8/2019,11619.17
p-000926,Policy-000828,6/8/2019,11619.17
p-000927,Policy-000828,7/8/2019,11619.17
p-000928,Policy-000828,8/8/2019,11619.17
p-000929,Policy-000828,9/8/2019,11619.17
p-000930,Policy-000828,10/8/2019,11619.17
p-000931,Policy-000828,11/8/2019,11619.17
p-000932,Policy-000828,12/8/2019,11619.17
p-000933,Policy-000828,1/8/2020,11619.17
p-000934,Policy-000828,2/8/2020,11619.17
p-000935,Policy-000828,3/8/2020,11619.17
p-000936,Policy-000828,4/8/2020,11619.17
p-000937,Policy-000828,5/8/2020,11619.17
p-000938,Policy-000828,6/8/2020,11619.17
p-000939,Policy-000828,7/8/2020,11619.17
p-000940,Policy-000828,8/8/2020,11619.17
p-000941,Policy-000828,9/8/2020,11619.17
p-000942,Policy-000828,10/8/2020,11619.17
p-000943,Policy-000828,11/8/2020,11619.17
p-000944,Policy-000828,12/8/2020,11619.17
p-000945,Policy-000828,1/8/2021,11619.17
p-000946,Policy-000828,2/8/2021,11619.17
p-000947,Policy-000828,3/8/2021,11619.17
p-000948,Policy-000828,4/8/2021,11619.17
p-000949,Policy-000833,5/8/2018,11619.17
p-000950,Policy-000833,6/8/2018,11619.17
p-000951,Policy-000833,7/8/2018,11619.17
p-000952,Policy-000833,8/8/2018,11619.17
p-000953,Policy-000833,9/8/2018,11619.17
p-000954,Policy-000833,10/8/2018,11619.17
p-000955,Policy-000833,11/8/2018,11619.17
p-000956,Policy-000833,12/8/2018,11619.17
p-000957,Policy-000833,1/8/2019,11619.17
p-000958,Policy-000833,2/8/2019,11619.17
p-000959,Policy-000833,3/8/2019,11619.17
p-000960,Policy-000833,4/8/2019,11619.17
p-000961,Policy-000833,5/8/2019,11619.17
p-000962,Policy-000833,6/8/2019,11619.17
p-000963,Policy-000833,7/8/2019,11619.17
p-000964,Policy-000833,8/8/2019,11619.17
p-000965,Policy-000833,9/8/2019,11619.17
p-000966,Policy-000833,10/8/2019,11619.17
p-000967,Policy-000833,11/8/2019,11619.17
p-000968,Policy-000833,12/8/2019,11619.17
p-000969,Policy-000833,1/8/2020,11619.17
p-000970,Policy-000833,2/8/2020,11619.17
p-000971,Policy-000833,3/8/2020,11619.17
p-000972,Policy-000833,4/8/2020,11619.17
p-000973,Policy-000833,5/8/2020,11619.17
p-000974,Policy-000833,6/8/2020,11619.17
p-000975,Policy-000833,7/8/2020,11619.17
p-000976,Policy-000833,8/8/2020,11619.17
p-000977,Policy-000833,9/8/2020,11619.17
p-000978,Policy-000833,10/8/2020,11619.17
p-000979,Policy-000833,11/8/2020,11619.17
p-000980,Policy-000833,12/8/2020,11619.17
p-000981,Policy-000833,1/8/2021,11619.17
p-000982,Policy-000833,2/8/2021,11619.17
p-000983,Policy-000833,3/8/2021,11619.17
p-000984,Policy-000833,4/8/2021,11619.17
p-000985,Policy-000835,6/2/2018,11619.17
p-000986,Policy-000835,7/2/2018,11619.17
p-000987,Policy-000835,8/2/2018,11619.17
p-000988,Policy-000835,9/2/2018,11619.17
p-000989,Policy-000835,10/2/2018,11619.17
p-000990,Policy-000835,11/2/2018,11619.17
p-000991,Policy-000835,12/2/2018,11619.17
p-000992,Policy-000835,1/2/2019,11619.17
p-000993,Policy-000835,2/2/2019,11619.17
p-000994,Policy-000835,3/2/2019,11619.17
p-000995,Policy-000835,4/2/2019,11619.17
p-000996,Policy-000835,5/2/2019,11619.17
p-000997,Policy-000835,6/2/2019,11619.17
p-000998,Policy-000835,7/2/2019,11619.17
p-000999,Policy-000835,8/2/2019,11619.17
p-0001000,Policy-000835,9/2/2019,11619.17
p-0001001,Policy-000835,10/2/2019,11619.17
p-0001002,Policy-000835,11/2/2019,11619.17
p-0001003,Policy-000835,12/2/2019,11619.17
p-0001004,Policy-000835,1/2/2020,11619.17
p-0001005,Policy-000835,2/2/2020,11619.17
p-0001006,Policy-000835,3/2/2020,11619.17
p-0001007,Policy-000835,4/2/2020,11619.17
p-0001008,Policy-000835,5/2/2020,11619.17
p-0001009,Policy-000835,6/2/2020,11619.17
p-0001010,Policy-000835,7/2/2020,11619.17
p-0001011,Policy-000835,8/2/2020,11619.17
p-0001012,Policy-000835,9/2/2020,11619.17
p-0001013,Policy-000835,10/2/2020,11619.17
p-0001014,Policy-000835,11/2/2020,11619.17
p-0001015,Policy-000835,12/2/2020,11619.17
p-0001016,Policy-000835,1/2/2021,11619.17
p-0001017,Policy-000835,2/2/2021,11619.17
p-0001018,Policy-000835,3/2/2021,11619.17
p-0001019,Policy-000835,4/2/2021,11619.17
p-0001020,Policy-000835,5/2/2021,11619.17
p-0001021,Policy-000880,5/13/2018,11619.17
p-0001022,Policy-000880,6/13/2018,11619.17
p-0001023,Policy-000880,7/13/2018,11619.17
p-0001024,Policy-000880,8/13/2018,11619.17
p-0001025,Policy-000880,9/13/2018,11619.17
p-0001026,Policy-000880,10/13/2018,11619.17
p-0001027,Policy-000880,11/13/2018,11619.17
p-0001028,Policy-000880,12/13/2018,11619.17
p-0001029,Policy-000880,1/13/2019,11619.17
p-0001030,Policy-000880,2/13/2019,11619.17
p-0001031,Policy-000880,3/13/2019,11619.17
p-0001032,Policy-000880,4/13/2019,11619.17
p-0001033,Policy-000915,8/1/2018,11619.17
p-0001034,Policy-000915,9/1/2018,11619.17
p-0001035,Policy-000915,10/1/2018,11619.17
p-0001036,Policy-000915,11/1/2018,11619.17
p-0001037,Policy-000915,12/1/2018,11619.17
p-0001038,Policy-000915,1/1/2019,11619.17
p-0001039,Policy-000915,2/1/2019,11619.17
p-0001040,Policy-000915,3/1/2019,11619.17
p-0001041,Policy-000915,4/1/2019,11619.17
p-0001042,Policy-000915,5/1/2019,11619.17
p-0001043,Policy-000915,6/1/2019,11619.17
p-0001044,Policy-000915,7/1/2019,11619.17
p-0001045,Policy-000928,4/5/2018,11619.17
p-0001046,Policy-000928,5/5/2018,11619.17
p-0001047,Policy-000928,6/5/2018,11619.17
p-0001048,Policy-000928,7/5/2018,11619.17
p-0001049,Policy-000928,8/5/2018,11619.17
p-0001050,Policy-000928,9/5/2018,11619.17
p-0001051,Policy-000928,10/5/2018,11619.17
p-0001052,Policy-000928,11/5/2018,11619.17
p-0001053,Policy-000928,12/5/2018,11619.17
p-0001054,Policy-000928,1/5/2019,11619.17
p-0001055,Policy-000928,2/5/2019,11619.17
p-0001056,Policy-000928,3/5/2019,11619.17
