claim_number,reimbursement_number,amount_approved,reimbursement_date
Claim-0002198,Reimbursement-0003399,703697.76,11/30/2018
Claim-0002675,Reimbursement-0001775,688822.85,5/7/2019
Claim-0002926,Reimbursement-0002146,913090.75,11/23/2018
Claim-0002336,Reimbursement-0001713,1097555.53,11/14/2019
Claim-0003315,Reimbursement-0002850,781427.74,2/9/2020
Claim-0002357,Reimbursement-0002193,737803.99,5/3/2020
Claim-0003481,Reimbursement-0002878,889541.45,12/25/2020
Claim-0002431,Reimbursement-0001485,782482.18,5/13/2019
Claim-0002447,Reimbursement-0002476,630054,12/17/2019
Claim-0003162,Reimbursement-0001828,589730.54,3/12/2019
Claim-0002936,Reimbursement-000743,815884.61,5/18/2020
Claim-0003044,Reimbursement-0001453,814796.9,2/24/2019
Claim-0003244,Reimbursement-000512,852112.8,11/11/2019
Claim-00021,Reimbursement-000273,985967.18,4/23/2019
Claim-000132,Reimbursement-0002061,863103.86,11/11/2018
Claim-000304,Reimbursement-0001590,1133315.71,3/30/2021
Claim-000812,Reimbursement-0001564,1088061.79,4/29/2020
Claim-0001699,Reimbursement-0001920,1006080.04,1/23/2020
Claim-00022,Reimbursement-0001781,1080539.3,8/26/2018
Claim-0003205,Reimbursement-0001639,980223.98,6/12/2018
Claim-00027,Reimbursement-0002775,1120544.06,6/14/2019
Claim-000389,Reimbursement-0002578,881909.68,5/10/2019
Claim-0003283,Reimbursement-0003540,1291738.3,8/1/2018
Claim-00028,Reimbursement-0003077,929352.12,8/3/2019
Claim-000286,Reimbursement-0001165,942535.95,7/3/2019
Claim-000803,Reimbursement-0002171,822800.82,1/9/2021
Claim-0001029,Reimbursement-000111,1071132.35,3/3/2020
Claim-0001167,Reimbursement-0003239,870781.32,7/27/2020
Claim-0001799,Reimbursement-0001936,876616.79,12/27/2020
Claim-0002417,Reimbursement-0003442,903848.97,5/29/2021
Claim-0003327,Reimbursement-0003009,1148074.06,9/18/2020
Claim-0003573,Reimbursement-0001643,826042.74,12/29/2020
Claim-00037,Reimbursement-0002830,1001542.74,9/14/2020
Claim-000337,Reimbursement-0001594,912248.57,3/1/2020
Claim-0001515,Reimbursement-0003286,954372.6,5/25/2021
Claim-0002196,Reimbursement-0003109,746385.19,5/5/2020
Claim-0002621,Reimbursement-0002989,1249679.62,8/31/2019
Claim-00041,Reimbursement-0003033,843093.08,12/16/2018
Claim-00081,Reimbursement-0001917,776256.97,11/11/2018
Claim-0001380,Reimbursement-0001730,954182.46,9/11/2019
Claim-0003168,Reimbursement-0003346,932740.15,6/15/2019
Claim-00044,Reimbursement-000757,802796.42,9/20/2019
Claim-000309,Reimbursement-0003627,1026183.25,4/7/2019
Claim-0001443,Reimbursement-0003215,981680.4,11/5/2018
Claim-0002614,Reimbursement-0001740,714663.33,6/3/2019
Claim-0003452,Reimbursement-0002381,834428.34,9/18/2019
Claim-00097,Reimbursement-0003041,757923.87,3/16/2019
Claim-000839,Reimbursement-0001522,695872.76,3/22/2019
Claim-0001312,Reimbursement-0001457,642042.94,7/12/2020
Claim-0001345,Reimbursement-0001523,747353.65,9/14/2019
Claim-000153,Reimbursement-0002939,966163.97,11/15/2020
Claim-0001621,Reimbursement-0002140,782132.74,8/19/2019
Claim-0001901,Reimbursement-0003334,803045.38,12/24/2018
Claim-0002355,Reimbursement-0001198,692417.51,7/15/2020
Claim-0002656,Reimbursement-0003197,1040822.09,7/25/2021
Claim-000175,Reimbursement-0001581,932713.08,1/14/2020
Claim-0001400,Reimbursement-0003368,1048681.76,9/9/2019
Claim-0002125,Reimbursement-0001161,805914.64,6/10/2019
Claim-000195,Reimbursement-0001940,734810.42,7/7/2021
Claim-000232,Reimbursement-0002972,757743.37,12/18/2018
Claim-0001643,Reimbursement-0001772,886234.12,8/15/2018
Claim-0002320,Reimbursement-0002637,1065989.15,12/15/2018
Claim-0003340,Reimbursement-0003472,766984.14,12/20/2018
Claim-0003459,Reimbursement-0003212,961040.37,8/1/2019
Claim-000266,Reimbursement-0001368,841808.45,7/15/2019
Claim-0001552,Reimbursement-0002029,772483.05,10/3/2020
Claim-0003133,Reimbursement-0002703,956525.48,7/21/2019
Claim-000273,Reimbursement-0002468,1194422.94,10/30/2018
Claim-0001610,Reimbursement-0001121,1116100.13,2/10/2019
Claim-0003136,Reimbursement-0003202,748071.9,9/30/2019
Claim-0003396,Reimbursement-0001782,950554.18,5/28/2019
Claim-000288,Reimbursement-0002169,757545.6,7/19/2019
Claim-000581,Reimbursement-0003037,1032957.45,4/13/2020
Claim-000358,Reimbursement-000857,663957.65,1/23/2021
Claim-000614,Reimbursement-0001243,905769.38,3/22/2020
Claim-0001124,Reimbursement-0001551,802282.16,11/24/2019
Claim-0002440,Reimbursement-0001094,719287.45,7/11/2019
Claim-0003186,Reimbursement-000821,991837.97,8/29/2020
Claim-000373,Reimbursement-000507,1118126.04,5/28/2020
Claim-0001713,Reimbursement-0002108,749802.17,3/25/2020
Claim-0002225,Reimbursement-000485,906778.29,11/16/2018
Claim-0003559,Reimbursement-0003469,962246.12,7/17/2021
Claim-000390,Reimbursement-0003426,779255.38,2/28/2019
Claim-000742,Reimbursement-0001006,1039881.02,10/31/2018
Claim-0001953,Reimbursement-0003089,912298.98,6/16/2019
Claim-000434,Reimbursement-0001298,985601.52,5/5/2019
Claim-000466,Reimbursement-0003520,1130929.43,1/27/2020
Claim-0001280,Reimbursement-0001985,1154377.73,2/29/2020
Claim-0001342,Reimbursement-0003221,1106192.77,1/3/2019
Claim-000463,Reimbursement-0002448,1276604.64,5/4/2021
Claim-000934,Reimbursement-0002702,904014.22,3/26/2021
Claim-000471,Reimbursement-0002502,1283907.26,8/29/2019
Claim-000492,Reimbursement-000665,1152839.62,10/10/2019
Claim-0003278,Reimbursement-0001477,1162183.56,11/14/2019
Claim-0003318,Reimbursement-0002198,1377851.69,7/26/2019
Claim-000485,Reimbursement-000609,780250.6,11/10/2018
Claim-0001919,Reimbursement-0001353,769602.58,7/28/2021
Claim-0003487,Reimbursement-0003178,1007257.31,1/29/2020
Claim-000520,Reimbursement-000358,840538.75,7/1/2019
Claim-000732,Reimbursement-0001758,964147.39,12/12/2019
Claim-0002092,Reimbursement-0003182,829826,7/4/2019
Claim-0002733,Reimbursement-0001224,972387.97,6/24/2019
Claim-000526,Reimbursement-000285,1095872.44,4/21/2019
Claim-0001508,Reimbursement-000417,771253.81,3/23/2019
Claim-0001613,Reimbursement-0002063,863221.5,8/26/2018
Claim-000545,Reimbursement-0002940,980055.94,8/12/2021
Claim-0001806,Reimbursement-0001067,918662.4,4/9/2021
Claim-0002170,Reimbursement-0003490,855476.35,2/11/2019
Claim-0002356,Reimbursement-000460,941068.8,5/6/2020
Claim-0002641,Reimbursement-0003363,1055789.57,1/7/2021
Claim-0002661,Reimbursement-000722,955857.02,6/15/2019
Claim-0003542,Reimbursement-0001393,936587.52,4/16/2021
Claim-000546,Reimbursement-000929,1061503.2,3/10/2019
Claim-0001035,Reimbursement-000858,1287013.66,7/4/2019
Claim-0001221,Reimbursement-0002319,796127.4,12/1/2018
Claim-0003609,Reimbursement-0001601,1094527.74,8/30/2019
Claim-000560,Reimbursement-0002281,796392.54,4/1/2019
Claim-0002708,Reimbursement-0002831,784927.31,6/12/2019
Claim-000586,Reimbursement-000323,1176357.47,1/19/2020
Claim-000649,Reimbursement-0002815,957297.88,4/30/2019
Claim-0001123,Reimbursement-0002354,1273081.86,5/1/2020
Claim-0002189,Reimbursement-0001922,866541.07,12/23/2020
Claim-000592,Reimbursement-0002530,1005137.1,8/11/2019
Claim-0002023,Reimbursement-000588,780489.6,11/10/2020
Claim-0002255,Reimbursement-0001216,854730.25,4/21/2021
Claim-0003260,Reimbursement-0003312,804452,5/10/2019
Claim-000593,Reimbursement-00050,989239.76,3/27/2019
Claim-000869,Reimbursement-0002900,859339.59,7/7/2019
Claim-000890,Reimbursement-0002427,1194796.07,5/22/2019
Claim-0001447,Reimbursement-0001582,1202885.09,3/21/2019
Claim-0001710,Reimbursement-0002848,1141979.52,8/31/2019
Claim-0002130,Reimbursement-0003254,1339922.64,11/20/2019
Claim-0003159,Reimbursement-00028,1002087.03,4/9/2019
Claim-0003431,Reimbursement-0002629,1224297.21,12/17/2018
Claim-0003488,Reimbursement-0002,1084880.54,5/19/2019
Claim-000596,Reimbursement-000752,928683.66,11/25/2018
Claim-0001783,Reimbursement-0001910,1134616.84,6/20/2019
Claim-0002094,Reimbursement-0001237,875105.76,2/3/2019
Claim-000605,Reimbursement-0003621,1246916.16,5/5/2019
Claim-0001507,Reimbursement-000995,955969.06,8/1/2019
Claim-0002414,Reimbursement-0002934,1066806.05,7/21/2019
Claim-0003171,Reimbursement-000422,914405.18,9/3/2019
Claim-000616,Reimbursement-0001834,1200584.7,5/19/2019
Claim-000622,Reimbursement-0001969,942466.71,12/7/2018
Claim-0001771,Reimbursement-0001546,946296.96,9/9/2019
Claim-000662,Reimbursement-0002552,1004212.84,8/3/2019
Claim-0001152,Reimbursement-0002380,933968.77,3/14/2019
Claim-0001512,Reimbursement-0002822,1240362.29,1/16/2019
Claim-0001637,Reimbursement-000322,767139.12,4/23/2019
Claim-0001968,Reimbursement-000940,884520.65,7/19/2019
Claim-0002011,Reimbursement-0003575,814738.72,9/12/2019
Claim-0002521,Reimbursement-000835,813352.32,7/8/2019
Claim-0002820,Reimbursement-0001942,1091786.85,9/13/2019
Claim-0002991,Reimbursement-0001456,1099412.03,12/20/2018
Claim-0003424,Reimbursement-0001244,863724.71,4/8/2019
Claim-0003479,Reimbursement-0001933,928423.19,4/27/2019
Claim-000698,Reimbursement-000595,942154.11,2/23/2019
Claim-0001359,Reimbursement-0003078,836731.38,3/4/2021
Claim-0001422,Reimbursement-0001976,908901.61,12/26/2018
Claim-000736,Reimbursement-0003277,924053.01,12/18/2019
Claim-0002256,Reimbursement-0003546,1105239.87,9/14/2021
Claim-0002416,Reimbursement-0002562,805860.18,6/14/2020
Claim-000778,Reimbursement-0001506,742542.49,7/8/2018
Claim-0001081,Reimbursement-0003056,940472.54,1/20/2019
Claim-0001938,Reimbursement-0001301,740713.57,9/16/2019
Claim-0002873,Reimbursement-0001863,722424.35,3/9/2019
Claim-0002899,Reimbursement-000319,658208.85,11/29/2018
Claim-0002919,Reimbursement-0001000,1062603.91,3/24/2019
Claim-000797,Reimbursement-000309,928590.92,1/11/2020
Claim-000947,Reimbursement-0002112,759110.16,12/14/2018
Claim-000837,Reimbursement-000728,1212634.37,3/27/2019
Claim-0003065,Reimbursement-0002730,1022471.25,10/29/2018
Claim-000858,Reimbursement-0002717,1069812.24,12/15/2018
Claim-000911,Reimbursement-0002122,1100609.37,7/7/2019
Claim-0002617,Reimbursement-000662,981114.64,1/22/2019
Claim-000922,Reimbursement-000865,845530.4,9/26/2019
Claim-0001250,Reimbursement-0002699,862004.55,3/19/2019
Claim-0001501,Reimbursement-0002155,1145702.25,1/13/2020
Claim-0002890,Reimbursement-000211,990160.6,7/5/2019
Claim-000958,Reimbursement-0002811,1158534.12,3/17/2021
Claim-0002070,Reimbursement-000194,700888.06,6/23/2019
Claim-0003011,Reimbursement-0002744,799313.31,1/24/2021
Claim-0003040,Reimbursement-0002683,827524.37,4/15/2020
Claim-0003622,Reimbursement-0001062,684588.34,10/30/2020
Claim-000959,Reimbursement-0001657,779777.57,10/24/2019
Claim-0001988,Reimbursement-0002951,909226.82,1/26/2020
Claim-0003197,Reimbursement-0001247,745874.2,2/21/2019
Claim-000981,Reimbursement-0001257,866413.48,11/26/2018
Claim-0001006,Reimbursement-0001865,1027124.31,2/13/2019
Claim-0001654,Reimbursement-0001735,960033.02,1/5/2019
Claim-0002338,Reimbursement-0003597,1135242.66,7/19/2019
Claim-0003191,Reimbursement-000848,830194.46,2/14/2019
Claim-0001071,Reimbursement-000924,843685.61,8/7/2019
Claim-0001077,Reimbursement-000631,880609.8,7/11/2019
Claim-0001577,Reimbursement-000627,885722.19,1/14/2021
Claim-0003201,Reimbursement-0002634,976041.14,11/28/2020
Claim-0001116,Reimbursement-000950,978623.17,5/27/2019
Claim-0001437,Reimbursement-0002733,1176672.1,12/17/2020
Claim-0001156,Reimbursement-0001698,870364.16,2/9/2021
Claim-0001728,Reimbursement-0001469,1269596.42,10/1/2021
Claim-0002053,Reimbursement-000260,1177829.76,10/12/2020
Claim-0001169,Reimbursement-0001719,919571.26,2/1/2019
Claim-0002987,Reimbursement-0001700,856320.33,11/15/2019
Claim-0001183,Reimbursement-0001167,970346.5,4/29/2020
Claim-0001186,Reimbursement-0001226,765637.89,12/20/2018
Claim-0002477,Reimbursement-0001798,969901.48,3/23/2019
Claim-0003410,Reimbursement-0003253,1132330.76,7/4/2019
Claim-0001187,Reimbursement-000749,800562,8/16/2020
Claim-0003184,Reimbursement-000125,732674.34,12/14/2020
Claim-0001240,Reimbursement-000514,1116519.31,7/3/2020
Claim-0002038,Reimbursement-000861,893474.81,12/13/2019
Claim-0001434,Reimbursement-0001382,864946.79,3/27/2019
Claim-0001852,Reimbursement-000252,1103883.66,3/24/2019
Claim-0001438,Reimbursement-0001037,872984.46,6/11/2019
Claim-0003395,Reimbursement-0002125,1280441.74,11/6/2020
Claim-0001458,Reimbursement-00074,1230125.68,7/26/2020
Claim-0001588,Reimbursement-0002109,1134417.36,1/14/2020
Claim-0002402,Reimbursement-0002027,1009240.27,1/26/2020
Claim-0002789,Reimbursement-0003408,1054095.4,10/30/2018
Claim-0003349,Reimbursement-0003090,920051.6,10/1/2020
Claim-0003584,Reimbursement-0003322,975338.14,12/10/2018
Claim-0001518,Reimbursement-000951,765886.23,10/1/2019
Claim-0002208,Reimbursement-0003461,1207798.32,12/21/2018
Claim-0001729,Reimbursement-0003580,900938.32,10/22/2018
Claim-0002330,Reimbursement-0002327,1263653.74,10/10/2018
Claim-0001741,Reimbursement-000545,738662.45,4/8/2020
Claim-0001853,Reimbursement-0002180,1009146.91,8/30/2019
Claim-0002503,Reimbursement-000200,1067048.78,7/18/2020
Claim-0001788,Reimbursement-0001897,807579.56,6/26/2018
Claim-0002390,Reimbursement-0003518,983236.4,2/14/2019
Claim-0001933,Reimbursement-000325,720645.84,1/5/2020
Claim-0002584,Reimbursement-0001996,937707.84,2/2/2019
Claim-0002924,Reimbursement-0001951,594267.52,4/30/2019
Claim-0002965,Reimbursement-0001790,617420.8,2/22/2019
Claim-0003049,Reimbursement-0001098,992889.82,5/16/2019
Claim-0002063,Reimbursement-0001579,1089776.65,12/13/2018
Claim-0002222,Reimbursement-0001707,719388.13,11/12/2018
Claim-0003402,Reimbursement-0003222,847086.4,9/23/2020
Claim-0002128,Reimbursement-0002451,858777.56,8/4/2018
Claim-0002184,Reimbursement-0003150,885500.93,1/22/2019
Claim-0002187,Reimbursement-0002111,1284110.78,1/17/2019
Claim-0003241,Reimbursement-000228,984971.34,1/28/2019
Claim-0002278,Reimbursement-0003008,1154664.81,8/30/2019
Claim-0002292,Reimbursement-0003168,1247038,10/27/2019
Claim-0003074,Reimbursement-0003128,939388.32,6/5/2019
Claim-0002350,Reimbursement-0001697,767695.55,4/20/2019
Claim-0002526,Reimbursement-0002189,683843.33,4/8/2019
Claim-0002542,Reimbursement-0002834,787640.98,12/18/2019
Claim-0002435,Reimbursement-000338,892506.04,3/24/2020
Claim-0002732,Reimbursement-0002720,921234.47,12/19/2018
Claim-0002912,Reimbursement-000781,1090906.93,12/2/2021
Claim-0003149,Reimbursement-0003330,791655.46,3/23/2019
Claim-0003185,Reimbursement-0002095,735004.61,7/11/2019
Claim-0003273,Reimbursement-0003301,1033045.21,4/29/2019
Claim-0003448,Reimbursement-0001153,927632.43,3/31/2019
Claim-0003310,Reimbursement-000641,843668.18,5/26/2019
Claim-0003442,Reimbursement-0002674,1001171.17,12/15/2018
Claim-0003458,Reimbursement-000698,1026403.73,3/22/2020
Claim-00025,Reimbursement-000599,477888.77,11/18/2019
Claim-000841,Reimbursement-000454,523837.44,2/5/2019
Claim-000921,Reimbursement-0001479,502387.2,9/19/2019
Claim-0001494,Reimbursement-0002317,393216.77,9/21/2018
Claim-0002351,Reimbursement-0002416,448084.22,4/11/2019
Claim-0002476,Reimbursement-0003223,592478.21,5/23/2019
Claim-0002945,Reimbursement-0001539,493129.73,8/12/2018
Claim-00031,Reimbursement-0003305,537212.54,10/19/2019
Claim-0001132,Reimbursement-0002114,491886.95,12/31/2018
Claim-00033,Reimbursement-0001847,411174.3,10/3/2019
Claim-0001276,Reimbursement-000321,391358.67,1/5/2019
Claim-0001830,Reimbursement-0001731,465667.28,8/27/2019
Claim-0003203,Reimbursement-000401,412750.54,5/17/2019
Claim-00063,Reimbursement-000969,376386.05,8/10/2020
Claim-000986,Reimbursement-000883,556435.05,10/6/2019
Claim-0001821,Reimbursement-0002584,435815.42,2/8/2022
Claim-0001880,Reimbursement-0003398,519456.77,8/19/2021
Claim-0003055,Reimbursement-000275,619826.38,6/30/2020
Claim-00068,Reimbursement-0001622,404841.22,10/4/2019
Claim-0001243,Reimbursement-000117,426311.81,7/23/2019
Claim-0001614,Reimbursement-0001318,585906.05,6/22/2019
Claim-0001649,Reimbursement-0007,453752.83,11/13/2019
Claim-00098,Reimbursement-0002949,486678.53,2/27/2019
Claim-0001644,Reimbursement-0002624,385145.86,1/31/2019
Claim-000127,Reimbursement-0003031,349138.94,5/31/2019
Claim-000311,Reimbursement-0003006,365318.55,11/11/2019
Claim-0001493,Reimbursement-000558,456648.19,3/12/2019
Claim-0003081,Reimbursement-000108,596835.99,12/17/2018
Claim-000133,Reimbursement-0001284,408452.89,4/5/2020
Claim-000825,Reimbursement-0002519,450706.64,4/4/2019
Claim-0002164,Reimbursement-000513,580903.14,4/14/2020
Claim-0003601,Reimbursement-0003588,535901.18,11/16/2019
Claim-000163,Reimbursement-0002418,399569.82,6/13/2019
Claim-000754,Reimbursement-0002123,395972.58,4/27/2019
Claim-0001782,Reimbursement-0003263,474650.57,6/18/2019
Claim-0002501,Reimbursement-0001537,340907.21,1/26/2020
Claim-0002870,Reimbursement-0002776,513574.5,5/25/2019
Claim-0002946,Reimbursement-0001773,457125.58,7/30/2019
Claim-000184,Reimbursement-0002040,492868.99,7/28/2019
Claim-000515,Reimbursement-0001496,424695.4,10/28/2018
Claim-0002970,Reimbursement-0002845,362987.52,3/29/2019
Claim-000210,Reimbursement-0002591,580445.18,8/8/2019
Claim-0001442,Reimbursement-0003250,577717.86,7/8/2019
Claim-0001619,Reimbursement-0003390,563488.36,5/3/2019
Claim-0001813,Reimbursement-000118,400204.8,11/16/2019
Claim-0002493,Reimbursement-0003233,547835.9,9/4/2019
Claim-0003143,Reimbursement-0001197,563962.68,12/9/2018
Claim-000212,Reimbursement-0001051,418844.16,7/26/2018
Claim-000759,Reimbursement-0002316,487226.88,9/25/2019
Claim-000834,Reimbursement-0001954,426366.26,11/11/2019
Claim-000957,Reimbursement-0001014,547061.76,12/10/2018
Claim-0001417,Reimbursement-0002233,350461.44,12/23/2018
Claim-000237,Reimbursement-000891,565705.73,1/24/2020
Claim-000706,Reimbursement-0003531,460111.87,7/6/2020
Claim-0001262,Reimbursement-000697,432718.85,10/11/2019
Claim-0001889,Reimbursement-0001994,637314.05,10/31/2019
Claim-0002888,Reimbursement-000299,437606.4,10/31/2020
Claim-0003348,Reimbursement-0001039,409190.4,7/29/2020
Claim-000244,Reimbursement-0001703,537494.63,1/31/2019
Claim-000265,Reimbursement-0002312,482537.78,8/31/2019
Claim-000512,Reimbursement-0002243,432105.06,4/15/2019
Claim-000554,Reimbursement-000296,450927.82,11/4/2018
Claim-000626,Reimbursement-0002866,452666.88,3/13/2019
Claim-0001617,Reimbursement-0001634,413486.9,1/21/2019
Claim-0002015,Reimbursement-000899,365100.13,8/9/2019
Claim-0002490,Reimbursement-0001824,436401.56,2/26/2019
Claim-000272,Reimbursement-0001787,367788.29,3/26/2020
Claim-0002739,Reimbursement-0001796,401006.59,12/19/2019
Claim-0003076,Reimbursement-0001727,302346.24,7/27/2019
Claim-000335,Reimbursement-0002881,546078.72,7/18/2020
Claim-0002576,Reimbursement-0003522,447784.55,7/1/2020
Claim-0002607,Reimbursement-0003561,474964.38,11/6/2018
Claim-000348,Reimbursement-0001855,428156.93,11/10/2020
Claim-0001085,Reimbursement-0003436,411586.56,10/31/2018
Claim-0001586,Reimbursement-0001061,493903.87,7/20/2018
Claim-0003469,Reimbursement-0002052,498607.72,5/23/2018
Claim-000411,Reimbursement-0001774,435212.7,12/23/2018
Claim-000516,Reimbursement-000439,469359.82,1/29/2019
Claim-000430,Reimbursement-00058,651391.8,2/8/2019
Claim-000893,Reimbursement-0001196,614466.97,1/19/2019
Claim-0001678,Reimbursement-0002840,609022.92,12/9/2018
Claim-0002021,Reimbursement-000142,427002.47,12/23/2018
Claim-0002494,Reimbursement-0002303,502982.4,11/10/2018
Claim-0002968,Reimbursement-0002945,505941.12,6/1/2019
Claim-000453,Reimbursement-0002596,449149.75,5/25/2019
Claim-000603,Reimbursement-000222,522994.48,4/14/2020
Claim-0002821,Reimbursement-0001425,398110,10/4/2019
Claim-000465,Reimbursement-000327,481766.4,6/23/2019
Claim-0001816,Reimbursement-0002931,469882.83,12/12/2020
Claim-000496,Reimbursement-000578,613836.9,8/21/2019
Claim-000539,Reimbursement-0002224,415364.51,9/28/2019
Claim-0002655,Reimbursement-000895,567557.38,1/10/2019
Claim-0002915,Reimbursement-000543,498713.7,7/10/2019
Claim-0003285,Reimbursement-0002712,559959.24,5/5/2019
Claim-000518,Reimbursement-000932,502995.61,1/5/2020
Claim-0001203,Reimbursement-0002593,585979.47,11/14/2019
Claim-0001749,Reimbursement-0001352,518967.4,1/15/2020
Claim-0001864,Reimbursement-0002725,374874.09,11/7/2019
Claim-0002237,Reimbursement-0003075,491884.8,11/14/2019
Claim-000562,Reimbursement-0001445,425292.98,11/19/2018
Claim-0001070,Reimbursement-0002385,602100.17,7/27/2019
Claim-0001179,Reimbursement-0002277,459632.03,8/5/2018
Claim-0001474,Reimbursement-0001495,391842.97,3/13/2019
Claim-000568,Reimbursement-0002259,339569.28,1/27/2019
Claim-0001340,Reimbursement-000238,366945.41,10/10/2019
Claim-0002618,Reimbursement-0003251,468131.79,5/10/2019
Claim-0003126,Reimbursement-0003191,478345.19,11/17/2018
Claim-000637,Reimbursement-0002046,599809.54,3/4/2019
Claim-000668,Reimbursement-000941,477937.61,3/9/2019
Claim-0001019,Reimbursement-000257,514873.5,5/9/2019
Claim-0001576,Reimbursement-0002270,348131.33,11/28/2019
Claim-0002487,Reimbursement-0001699,492053.91,4/3/2019
Claim-000676,Reimbursement-0002743,371952.61,10/9/2020
Claim-0001529,Reimbursement-0003093,553082.8,5/2/2021
Claim-0001543,Reimbursement-0003017,501911.96,4/28/2020
Claim-000712,Reimbursement-0002613,407447.04,11/18/2018
Claim-0001397,Reimbursement-0001759,376104.96,1/21/2019
Claim-0001502,Reimbursement-0002320,418844.16,6/8/2019
Claim-0002052,Reimbursement-000528,560087.04,6/14/2019
Claim-0002078,Reimbursement-0002008,341303.04,2/4/2019
Claim-000718,Reimbursement-000368,429986.3,5/29/2019
Claim-0001525,Reimbursement-0002800,344908.8,9/12/2018
Claim-000769,Reimbursement-0002942,573281.28,12/11/2018
Claim-0001492,Reimbursement-0002966,395366.4,11/11/2019
Claim-0003028,Reimbursement-0001287,510461.95,7/28/2020
Claim-0003317,Reimbursement-0002695,508265.47,9/25/2020
Claim-0003390,Reimbursement-0003259,381748.22,10/17/2021
Claim-000771,Reimbursement-0003114,567164.39,5/27/2018
Claim-000805,Reimbursement-000844,581034.24,7/19/2018
Claim-0001283,Reimbursement-0003085,499189.63,1/11/2019
Claim-0001667,Reimbursement-000304,543048.35,1/1/2019
Claim-0001753,Reimbursement-000881,647759.46,11/28/2018
Claim-0002466,Reimbursement-000765,427341.31,5/3/2019
Claim-0002796,Reimbursement-0001389,487319.04,8/13/2018
Claim-000779,Reimbursement-000997,424300.8,5/14/2021
Claim-000783,Reimbursement-0002863,424732.26,12/20/2019
Claim-000795,Reimbursement-000804,539632.74,6/30/2020
Claim-0001054,Reimbursement-0001670,542988.29,3/1/2020
Claim-0001104,Reimbursement-000912,358433.28,11/22/2019
Claim-0001370,Reimbursement-000549,398089.73,6/27/2019
Claim-0001505,Reimbursement-000783,313184.26,12/27/2019
Claim-0002909,Reimbursement-0003207,431136.77,1/10/2020
Claim-000819,Reimbursement-0002279,401726.82,2/12/2019
Claim-000855,Reimbursement-0001397,454348.8,2/23/2019
Claim-0001767,Reimbursement-0001794,466963.66,5/20/2019
Claim-0003649,Reimbursement-0002990,572479.49,6/3/2019
Claim-000939,Reimbursement-0001346,422102.02,11/30/2019
Claim-0001363,Reimbursement-00064,435502.08,1/19/2021
Claim-0002428,Reimbursement-000354,407808.61,12/2/2021
Claim-000944,Reimbursement-0003620,466352.64,8/29/2019
Claim-0002024,Reimbursement-000492,435860.35,12/2/2018
Claim-0002293,Reimbursement-000966,612715.62,8/6/2019
Claim-0002716,Reimbursement-0002515,612237.31,2/6/2019
Claim-0001044,Reimbursement-000248,427043.64,10/29/2019
Claim-0001055,Reimbursement-0001656,488852.58,3/20/2019
Claim-0001147,Reimbursement-0001195,443036.16,10/24/2019
Claim-0001046,Reimbursement-0001310,528919.14,7/6/2019
Claim-0001877,Reimbursement-000733,480835.58,12/22/2019
Claim-0001975,Reimbursement-000538,371171.33,9/27/2019
Claim-0002269,Reimbursement-000571,406390.43,6/30/2019
Claim-0002626,Reimbursement-0002185,408288.46,1/10/2020
Claim-0002740,Reimbursement-000885,493489.15,6/9/2021
Claim-0003041,Reimbursement-0002961,493489.15,10/24/2021
Claim-0001068,Reimbursement-0003148,352926.72,6/6/2019
Claim-0003652,Reimbursement-0002420,368271.36,1/3/2022
Claim-0001075,Reimbursement-000713,583729.31,10/4/2019
Claim-0002623,Reimbursement-0002731,385674.24,3/17/2019
Claim-0001086,Reimbursement-0001890,415560.5,9/30/2019
Claim-0002638,Reimbursement-000168,573869.26,9/2/2019
Claim-0002963,Reimbursement-0003526,391836.67,11/5/2018
Claim-0003493,Reimbursement-0001343,528108.13,7/11/2019
Claim-0001103,Reimbursement-0002025,396294.14,7/18/2020
Claim-0003512,Reimbursement-0001918,459850.75,1/31/2021
Claim-0001269,Reimbursement-000223,461544.65,3/18/2019
Claim-0002003,Reimbursement-00057,531475.66,4/25/2019
Claim-0002287,Reimbursement-0001588,560447.08,2/2/2019
Claim-0002362,Reimbursement-0002200,490391.19,10/10/2018
Claim-0001284,Reimbursement-0001380,499599.36,5/31/2020
Claim-0001346,Reimbursement-0003529,518377.73,12/26/2018
Claim-0001927,Reimbursement-0001431,455909.38,12/16/2020
Claim-0003382,Reimbursement-0002378,479362.41,2/11/2021
Claim-0001371,Reimbursement-000635,394632.81,9/6/2019
Claim-0001628,Reimbursement-0002374,502916.2,6/28/2021
Claim-0002579,Reimbursement-0002492,547604.58,10/10/2020
Claim-0003054,Reimbursement-000615,579344.79,7/18/2019
Claim-0003174,Reimbursement-000953,380424.19,12/29/2019
Claim-0001450,Reimbursement-000493,605126.25,7/20/2018
Claim-0001453,Reimbursement-000427,532776.96,4/15/2019
Claim-0001603,Reimbursement-000116,598297.19,3/1/2019
Claim-0002209,Reimbursement-000171,620892.98,7/18/2018
Claim-0002683,Reimbursement-0001625,560596.61,3/24/2021
Claim-0003005,Reimbursement-0001672,378233.86,7/12/2019
Claim-0001632,Reimbursement-0002558,404974.08,5/13/2019
Claim-0002286,Reimbursement-0001932,498182.4,8/6/2019
Claim-0001872,Reimbursement-0001299,427883.52,5/28/2020
Claim-0002491,Reimbursement-000646,578844.67,3/31/2021
Claim-0003121,Reimbursement-0002339,450720,5/9/2018
Claim-0001878,Reimbursement-0003210,428357.53,11/15/2018
